No,Latitude,Longitude,Altitude,Date,Time
466,33.857534,-84.364016,299.5,2013/03/30,07:35:52
467,33.857561,-84.364192,299.5,2013/03/30,07:35:54
468,33.857502,-84.364337,299.5,2013/03/30,07:35:56
469,33.857485,-84.364495,299.5,2013/03/30,07:35:58
470,33.857518,-84.364602,299.5,2013/03/30,07:35:59
471,33.857572,-84.364731,299.4,2013/03/30,07:36:00
472,33.857509,-84.364876,299.2,2013/03/30,07:36:02
473,33.857493,-84.365035,299.0,2013/03/30,07:36:04
474,33.857485,-84.365180,298.8,2013/03/30,07:36:06
475,33.857475,-84.365336,298.6,2013/03/30,07:36:08
476,33.857447,-84.365500,298.4,2013/03/30,07:36:10
477,33.857447,-84.365652,298.0,2013/03/30,07:36:12
478,33.857449,-84.365772,297.6,2013/03/30,07:36:13
479,33.857433,-84.365907,297.3,2013/03/30,07:36:15
480,33.857459,-84.366004,296.9,2013/03/30,07:36:16
481,33.857479,-84.366129,296.5,2013/03/30,07:36:17
482,33.857463,-84.366241,296.5,2013/03/30,07:36:18
483,33.857451,-84.366427,296.3,2013/03/30,07:36:20
484,33.857456,-84.366542,296.1,2013/03/30,07:36:21
485,33.857463,-84.366704,295.9,2013/03/30,07:36:23
486,33.857454,-84.366806,295.7,2013/03/30,07:36:24
487,33.857429,-84.367001,295.5,2013/03/30,07:36:26
488,33.857411,-84.367187,295.2,2013/03/30,07:36:28
489,33.857406,-84.367370,294.8,2013/03/30,07:36:30
490,33.857388,-84.367522,294.5,2013/03/30,07:36:32
491,33.857371,-84.367646,294.1,2013/03/30,07:36:34
492,33.857346,-84.367764,293.7,2013/03/30,07:36:37
493,33.857352,-84.367867,293.4,2013/03/30,07:36:39
494,33.857382,-84.367973,292.0,2013/03/30,07:36:41
495,33.857388,-84.368085,290.6,2013/03/30,07:36:43
496,33.857378,-84.368244,289.3,2013/03/30,07:36:45
497,33.857416,-84.368344,287.9,2013/03/30,07:36:46
498,33.857435,-84.368513,286.5,2013/03/30,07:36:48
499,33.857422,-84.368688,285.5,2013/03/30,07:36:50
500,33.857419,-84.368859,284.4,2013/03/30,07:36:52
501,33.857456,-84.368976,283.0,2013/03/30,07:36:53
502,33.857498,-84.369062,281.6,2013/03/30,07:36:54
503,33.857529,-84.369262,280.3,2013/03/30,07:36:56
504,33.857545,-84.369360,278.9,2013/03/30,07:36:57
505,33.857573,-84.369459,278.6,2013/03/30,07:36:58
506,33.857597,-84.369607,278.7,2013/03/30,07:36:59
507,33.857603,-84.369748,278.8,2013/03/30,07:37:00
508,33.857590,-84.369871,278.9,2013/03/30,07:37:01
509,33.857573,-84.370075,279.0,2013/03/30,07:37:02
510,33.857518,-84.370195,279.1,2013/03/30,07:37:03
511,33.857509,-84.370312,279.2,2013/03/30,07:37:04
512,33.857459,-84.370478,279.8,2013/03/30,07:37:06
513,33.857450,-84.370579,280.5,2013/03/30,07:37:07
514,33.857397,-84.370700,281.1,2013/03/30,07:37:09
515,33.857381,-84.370849,281.7,2013/03/30,07:37:11
516,33.857344,-84.371015,282.4,2013/03/30,07:37:14
517,33.857313,-84.371114,282.6,2013/03/30,07:37:16
518,33.857217,-84.371167,282.9,2013/03/30,07:37:18
519,33.857213,-84.371270,283.2,2013/03/30,07:37:20
520,33.857150,-84.371345,283.5,2013/03/30,07:37:24
521,33.857178,-84.371438,283.7,2013/03/30,07:37:25
522,33.857190,-84.371547,284.0,2013/03/30,07:37:28
523,33.857116,-84.371598,283.4,2013/03/30,07:37:29
524,33.857122,-84.371740,282.7,2013/03/30,07:37:31
525,33.857111,-84.371851,282.1,2013/03/30,07:37:33
526,33.857096,-84.371949,281.5,2013/03/30,07:37:35
527,33.857118,-84.372053,280.8,2013/03/30,07:37:37
528,33.857110,-84.372188,280.2,2013/03/30,07:37:39
529,33.857098,-84.372335,279.5,2013/03/30,07:37:41
530,33.857114,-84.372483,278.9,2013/03/30,07:37:43
531,33.857146,-84.372592,278.3,2013/03/30,07:37:45
532,33.857169,-84.372747,277.6,2013/03/30,07:37:47
533,33.857189,-84.372844,277.0,2013/03/30,07:37:48
534,33.857228,-84.372932,277.0,2013/03/30,07:37:49
535,33.857278,-84.373053,277.7,2013/03/30,07:37:50
536,33.857299,-84.373242,278.5,2013/03/30,07:37:52
537,33.857332,-84.373348,279.2,2013/03/30,07:37:53
538,33.857353,-84.373443,279.9,2013/03/30,07:37:54
539,33.857381,-84.373661,280.6,2013/03/30,07:37:56
540,33.857410,-84.373799,281.4,2013/03/30,07:37:58
541,33.857512,-84.373959,282.1,2013/03/30,07:38:00
542,33.857550,-84.374091,283.0,2013/03/30,07:38:02
543,33.857481,-84.374187,283.9,2013/03/30,07:38:06
544,33.857453,-84.374287,284.8,2013/03/30,07:38:09
545,33.857498,-84.374385,285.7,2013/03/30,07:38:11
546,33.857411,-84.374431,285.9,2013/03/30,07:38:15
547,33.857470,-84.374570,286.1,2013/03/30,07:38:18
548,33.857478,-84.374692,286.3,2013/03/30,07:38:21
549,33.857489,-84.374791,286.5,2013/03/30,07:38:24
550,33.857487,-84.374912,287.1,2013/03/30,07:38:26
551,33.857510,-84.375014,287.7,2013/03/30,07:38:28
552,33.857503,-84.375116,288.4,2013/03/30,07:38:32
553,33.857478,-84.375218,288.8,2013/03/30,07:38:40
554,33.857452,-84.375353,289.3,2013/03/30,07:38:48
555,33.857405,-84.375436,289.7,2013/03/30,07:38:56
556,33.857388,-84.375536,290.2,2013/03/30,07:39:00
557,33.857365,-84.375636,290.7,2013/03/30,07:39:09
558,33.857296,-84.375760,291.3,2013/03/30,07:39:16
559,33.857252,-84.375871,292.0,2013/03/30,07:39:21
560,33.857179,-84.375954,292.7,2013/03/30,07:39:27
561,33.857130,-84.376032,293.0,2013/03/30,07:39:32
562,33.857051,-84.376065,293.3,2013/03/30,07:39:35
563,33.857031,-84.376166,293.5,2013/03/30,07:39:37
564,33.856996,-84.376259,293.8,2013/03/30,07:39:41
565,33.856943,-84.376341,294.1,2013/03/30,07:39:46
566,33.856848,-84.376405,294.4,2013/03/30,07:39:51
567,33.856799,-84.376485,294.6,2013/03/30,07:39:57
568,33.856774,-84.376587,295.5,2013/03/30,07:40:01
569,33.856712,-84.376678,296.5,2013/03/30,07:40:06
570,33.856654,-84.376760,297.2,2013/03/30,07:40:11
571,33.856646,-84.376867,297.9,2013/03/30,07:41:47
572,33.856671,-84.376963,298.6,2013/03/30,07:42:00
573,33.856607,-84.377036,299.0,2013/03/30,07:42:18
574,33.856539,-84.377097,299.4,2013/03/30,07:42:22
575,33.856472,-84.377158,299.7,2013/03/30,07:42:27
576,33.856403,-84.377230,300.1,2013/03/30,07:42:31
577,33.856310,-84.377255,300.5,2013/03/30,07:42:35
578,33.856231,-84.377290,300.8,2013/03/30,07:42:38
579,33.856146,-84.377356,300.5,2013/03/30,07:42:41
580,33.856075,-84.377414,300.1,2013/03/30,07:42:43
581,33.855977,-84.377465,299.7,2013/03/30,07:42:45
582,33.855883,-84.377511,298.9,2013/03/30,07:42:47
583,33.855812,-84.377574,298.2,2013/03/30,07:42:49
584,33.855702,-84.377624,297.8,2013/03/30,07:42:51
585,33.855600,-84.377663,297.5,2013/03/30,07:42:53
586,33.855514,-84.377730,297.1,2013/03/30,07:42:55
587,33.855432,-84.377789,296.7,2013/03/30,07:42:57
588,33.855330,-84.377838,296.4,2013/03/30,07:42:59
589,33.855208,-84.377935,296.0,2013/03/30,07:43:01
590,33.855094,-84.378005,295.8,2013/03/30,07:43:03
591,33.854984,-84.378095,295.6,2013/03/30,07:43:05
592,33.854886,-84.378177,295.8,2013/03/30,07:43:07
593,33.854806,-84.378217,296.5,2013/03/30,07:43:08
594,33.854685,-84.378320,297.0,2013/03/30,07:43:10
595,33.854578,-84.378423,297.5,2013/03/30,07:43:12
596,33.854489,-84.378532,298.1,2013/03/30,07:43:13
597,33.854445,-84.378665,298.6,2013/03/30,07:43:16
598,33.854405,-84.378766,299.2,2013/03/30,07:43:18
599,33.854369,-84.378886,299.7,2013/03/30,07:43:20
600,33.854313,-84.378980,300.1,2013/03/30,07:43:22
601,33.854284,-84.379074,300.3,2013/03/30,07:43:24
602,33.854261,-84.379172,300.5,2013/03/30,07:43:27
603,33.854185,-84.379309,300.3,2013/03/30,07:43:30
604,33.854253,-84.379412,300.1,2013/03/30,07:43:31
605,33.854287,-84.379531,299.9,2013/03/30,07:43:33
606,33.854292,-84.379630,299.7,2013/03/30,07:43:35
607,33.854333,-84.379781,299.5,2013/03/30,07:43:37
608,33.854351,-84.379885,299.2,2013/03/30,07:43:39
609,33.854364,-84.380026,298.9,2013/03/30,07:43:41
610,33.854356,-84.380124,298.6,2013/03/30,07:43:43
611,33.854327,-84.380268,298.5,2013/03/30,07:43:46
612,33.854318,-84.380372,298.5,2013/03/30,07:43:50
613,33.854369,-84.380470,298.4,2013/03/30,07:43:51
614,33.854366,-84.380586,298.3,2013/03/30,07:43:54
615,33.854385,-84.380703,298.0,2013/03/30,07:43:58
616,33.854356,-84.380809,297.7,2013/03/30,07:44:02
617,33.854341,-84.380910,297.5,2013/03/30,07:44:06
618,33.854350,-84.381044,297.3,2013/03/30,07:44:10
619,33.854356,-84.381151,297.1,2013/03/30,07:44:13
620,33.854358,-84.381271,296.9,2013/03/30,07:44:16
621,33.854373,-84.381422,296.7,2013/03/30,07:44:20
622,33.854376,-84.381571,296.8,2013/03/30,07:44:23
623,33.854407,-84.381719,296.9,2013/03/30,07:44:25
624,33.854426,-84.381829,297.0,2013/03/30,07:44:27
625,33.854437,-84.381929,297.1,2013/03/30,07:44:30
626,33.854443,-84.382047,297.4,2013/03/30,07:44:33
627,33.854395,-84.382141,297.4,2013/03/30,07:44:37
628,33.854384,-84.382240,297.4,2013/03/30,07:44:40
629,33.854298,-84.382264,297.4,2013/03/30,07:44:45
630,33.854199,-84.382263,297.4,2013/03/30,07:44:50
631,33.854130,-84.382185,297.4,2013/03/30,07:44:55
632,33.854128,-84.382062,297.4,2013/03/30,07:45:00
633,33.854202,-84.382009,297.1,2013/03/30,07:45:05
634,33.854275,-84.381956,296.8,2013/03/30,07:45:08
635,33.854361,-84.381966,296.5,2013/03/30,07:45:10
636,33.854396,-84.381860,296.3,2013/03/30,07:45:12
637,33.854415,-84.381762,296.2,2013/03/30,07:45:14
638,33.854433,-84.381655,296.4,2013/03/30,07:45:17
639,33.854443,-84.381527,296.5,2013/03/30,07:45:20
640,33.854453,-84.381400,296.7,2013/03/30,07:45:23
641,33.854481,-84.381280,296.9,2013/03/30,07:45:26
642,33.854486,-84.381163,297.1,2013/03/30,07:45:29
643,33.854444,-84.381064,297.3,2013/03/30,07:45:32
644,33.854355,-84.381069,297.4,2013/03/30,07:45:34
645,33.854269,-84.381065,297.5,2013/03/30,07:45:36
646,33.854187,-84.381052,297.5,2013/03/30,07:45:38
647,33.854056,-84.381054,297.6,2013/03/30,07:45:40
648,33.853894,-84.381093,297.4,2013/03/30,07:45:42
649,33.853771,-84.381125,297.1,2013/03/30,07:45:44
650,33.853701,-84.381185,296.8,2013/03/30,07:45:46
651,33.853622,-84.381214,296.5,2013/03/30,07:45:48
652,33.853541,-84.381204,296.3,2013/03/30,07:45:54
653,33.853484,-84.381312,296.0,2013/03/30,07:46:15
654,33.853426,-84.381425,295.7,2013/03/30,07:46:17
655,33.853380,-84.381522,295.8,2013/03/30,07:46:19
656,33.853320,-84.381649,295.9,2013/03/30,07:46:21
657,33.853327,-84.381793,296.0,2013/03/30,07:46:23
658,33.853335,-84.381921,296.1,2013/03/30,07:46:25
659,33.853332,-84.382041,296.4,2013/03/30,07:46:27
660,33.853308,-84.382164,296.6,2013/03/30,07:46:29
661,33.853304,-84.382271,296.9,2013/03/30,07:46:33
662,33.853309,-84.382386,297.3,2013/03/30,07:46:43
663,33.853310,-84.382522,297.6,2013/03/30,07:46:46
664,33.853308,-84.382630,298.0,2013/03/30,07:46:48
665,33.853287,-84.382764,298.4,2013/03/30,07:46:51
666,33.853248,-84.382855,298.5,2013/03/30,07:46:54
667,33.853194,-84.382948,298.9,2013/03/30,07:46:56
668,33.853072,-84.382997,299.4,2013/03/30,07:46:59
669,33.853037,-84.383086,299.8,2013/03/30,07:47:02
670,33.853069,-84.383235,300.6,2013/03/30,07:47:03
671,33.853018,-84.383368,301.5,2013/03/30,07:47:06
672,33.852945,-84.383461,302.3,2013/03/30,07:47:09
673,33.852948,-84.383569,303.0,2013/03/30,07:47:11
674,33.852937,-84.383676,303.7,2013/03/30,07:47:14
675,33.852863,-84.383750,304.5,2013/03/30,07:47:54
676,33.852776,-84.383847,305.2,2013/03/30,07:47:57
677,33.852726,-84.383975,305.9,2013/03/30,07:48:00
678,33.852673,-84.384083,305.7,2013/03/30,07:48:03
679,33.852629,-84.384200,305.5,2013/03/30,07:48:06
680,33.852593,-84.384299,305.4,2013/03/30,07:48:08
681,33.852569,-84.384416,304.8,2013/03/30,07:48:10
682,33.852499,-84.384523,304.3,2013/03/30,07:48:13
683,33.852451,-84.384655,303.3,2013/03/30,07:48:16
684,33.852359,-84.384791,302.3,2013/03/30,07:48:19
685,33.852283,-84.384948,301.4,2013/03/30,07:48:21
686,33.852197,-84.385032,300.5,2013/03/30,07:48:23
687,33.852094,-84.385127,299.5,2013/03/30,07:48:25
688,33.851979,-84.385199,298.6,2013/03/30,07:48:27
689,33.851916,-84.385264,298.3,2013/03/30,07:48:28
690,33.851793,-84.385395,297.9,2013/03/30,07:48:30
691,33.851667,-84.385483,297.3,2013/03/30,07:48:32
692,33.851575,-84.385539,296.6,2013/03/30,07:48:33
693,33.851500,-84.385586,296.0,2013/03/30,07:48:34
694,33.851407,-84.385630,295.8,2013/03/30,07:48:35
695,33.851330,-84.385691,295.6,2013/03/30,07:48:36
696,33.851257,-84.385751,295.4,2013/03/30,07:48:37
697,33.851189,-84.385831,295.3,2013/03/30,07:48:38
698,33.851110,-84.385904,295.2,2013/03/30,07:48:39
699,33.851055,-84.385980,295.1,2013/03/30,07:48:40
700,33.850925,-84.386058,294.9,2013/03/30,07:48:42
701,33.850850,-84.386121,294.7,2013/03/30,07:48:43
702,33.850742,-84.386206,294.8,2013/03/30,07:48:45
703,33.850651,-84.386320,294.9,2013/03/30,07:48:47
704,33.850541,-84.386391,295.0,2013/03/30,07:48:49
705,33.850422,-84.386492,295.1,2013/03/30,07:48:51
706,33.850327,-84.386550,295.2,2013/03/30,07:48:53
707,33.850213,-84.386624,295.3,2013/03/30,07:48:55
708,33.850128,-84.386714,294.1,2013/03/30,07:48:57
709,33.849986,-84.386771,292.9,2013/03/30,07:48:59
710,33.849871,-84.386857,291.7,2013/03/30,07:49:01
711,33.849789,-84.386896,290.6,2013/03/30,07:49:02
712,33.849708,-84.386939,289.5,2013/03/30,07:49:03
713,33.849613,-84.387011,288.5,2013/03/30,07:49:05
714,33.849471,-84.387111,287.4,2013/03/30,07:49:07
715,33.849358,-84.387219,286.3,2013/03/30,07:49:09
716,33.849286,-84.387278,284.8,2013/03/30,07:49:10
717,33.849166,-84.387418,283.4,2013/03/30,07:49:12
718,33.849161,-84.387553,281.9,2013/03/30,07:49:13
719,33.849105,-84.387640,281.5,2013/03/30,07:49:14
720,33.849034,-84.387739,281.1,2013/03/30,07:49:15
721,33.848983,-84.387835,280.6,2013/03/30,07:49:16
722,33.848957,-84.387928,280.2,2013/03/30,07:49:17
723,33.848933,-84.388032,279.7,2013/03/30,07:49:18
724,33.848856,-84.388076,279.4,2013/03/30,07:49:19
725,33.848790,-84.388133,279.0,2013/03/30,07:49:21
726,33.848721,-84.388291,278.6,2013/03/30,07:49:24
727,33.848714,-84.388391,278.6,2013/03/30,07:49:25
728,33.848725,-84.388504,278.6,2013/03/30,07:49:26
729,33.848646,-84.388686,278.6,2013/03/30,07:49:28
730,33.848600,-84.388820,279.0,2013/03/30,07:49:30
731,33.848583,-84.388952,279.5,2013/03/30,07:49:32
732,33.848525,-84.389065,279.9,2013/03/30,07:49:33
733,33.848514,-84.389164,280.4,2013/03/30,07:49:34
734,33.848475,-84.389321,280.8,2013/03/30,07:49:36
735,33.848431,-84.389501,281.2,2013/03/30,07:49:38
736,33.848411,-84.389627,281.5,2013/03/30,07:49:40
737,33.848385,-84.389738,281.9,2013/03/30,07:49:42
738,33.848354,-84.389830,282.5,2013/03/30,07:49:44
739,33.848289,-84.389939,283.2,2013/03/30,07:49:47
740,33.848236,-84.390022,283.8,2013/03/30,07:49:48
741,33.848182,-84.390098,284.1,2013/03/30,07:49:52
742,33.848158,-84.390225,284.4,2013/03/30,07:49:56
743,33.848140,-84.390324,284.6,2013/03/30,07:49:58
744,33.848175,-84.390419,284.9,2013/03/30,07:49:59
745,33.848140,-84.390516,285.2,2013/03/30,07:50:03
746,33.848170,-84.390623,285.5,2013/03/30,07:50:06
747,33.848123,-84.390710,285.7,2013/03/30,07:50:11
748,33.848006,-84.390703,286.0,2013/03/30,07:50:16
749,33.848021,-84.390811,286.7,2013/03/30,07:50:18
750,33.848036,-84.390916,287.0,2013/03/30,07:50:20
751,33.848070,-84.391041,287.3,2013/03/30,07:50:23
752,33.848094,-84.391149,287.5,2013/03/30,07:50:26
753,33.848016,-84.391234,287.8,2013/03/30,07:50:31
754,33.847979,-84.391358,288.1,2013/03/30,07:50:35
755,33.847955,-84.391465,288.4,2013/03/30,07:50:40
756,33.847885,-84.391550,288.6,2013/03/30,07:50:45
757,33.847879,-84.391653,289.8,2013/03/30,07:50:52
758,33.847894,-84.391794,291.0,2013/03/30,07:50:54
759,33.847841,-84.391894,292.2,2013/03/30,07:50:59
760,33.847784,-84.391971,292.6,2013/03/30,07:51:04
761,33.847744,-84.392061,293.5,2013/03/30,07:51:08
762,33.847713,-84.392152,294.5,2013/03/30,07:51:12
763,33.847648,-84.392230,295.4,2013/03/30,07:51:16
764,33.847603,-84.392315,296.3,2013/03/30,07:51:19
765,33.847565,-84.392434,297.7,2013/03/30,07:51:22
766,33.847505,-84.392526,299.2,2013/03/30,07:51:26
767,33.847448,-84.392615,300.6,2013/03/30,07:51:30
768,33.847385,-84.392730,300.5,2013/03/30,07:51:34
769,33.847340,-84.392825,300.5,2013/03/30,07:51:38
770,33.847271,-84.392893,300.4,2013/03/30,07:51:42
771,33.847195,-84.392977,300.3,2013/03/30,07:51:45
772,33.847153,-84.393079,300.2,2013/03/30,07:51:48
773,33.847083,-84.393165,300.4,2013/03/30,07:51:53
774,33.847061,-84.393277,300.5,2013/03/30,07:51:56
775,33.847015,-84.393359,300.7,2013/03/30,07:51:59
776,33.846974,-84.393475,300.4,2013/03/30,07:52:02
777,33.846964,-84.393601,300.0,2013/03/30,07:52:05
778,33.846981,-84.393730,299.6,2013/03/30,07:52:07
779,33.846982,-84.393841,299.9,2013/03/30,07:52:09
780,33.846964,-84.393961,300.2,2013/03/30,07:52:11
781,33.846914,-84.394106,300.6,2013/03/30,07:52:14
782,33.846901,-84.394235,301.1,2013/03/30,07:52:16
783,33.846884,-84.394358,301.5,2013/03/30,07:52:18
784,33.846848,-84.394449,301.7,2013/03/30,07:52:20
785,33.846723,-84.394469,301.9,2013/03/30,07:52:21
786,33.846669,-84.394620,302.1,2013/03/30,07:52:23
787,33.846622,-84.394713,302.3,2013/03/30,07:52:25
788,33.846562,-84.394824,302.2,2013/03/30,07:52:28
789,33.846484,-84.394906,302.1,2013/03/30,07:52:30
790,33.846438,-84.395026,302.0,2013/03/30,07:52:32
791,33.846362,-84.395075,302.1,2013/03/30,07:52:34
792,33.846278,-84.395151,302.0,2013/03/30,07:52:37
793,33.846212,-84.395235,301.9,2013/03/30,07:52:39
794,33.846119,-84.395307,301.8,2013/03/30,07:52:41
795,33.846014,-84.395355,301.7,2013/03/30,07:52:43
796,33.845913,-84.395412,301.1,2013/03/30,07:52:45
797,33.845830,-84.395472,300.5,2013/03/30,07:52:47
798,33.845741,-84.395537,299.8,2013/03/30,07:52:49
799,33.845619,-84.395579,299.5,2013/03/30,07:52:51
800,33.845504,-84.395582,299.1,2013/03/30,07:52:53
801,33.845373,-84.395633,298.7,2013/03/30,07:52:55
802,33.845226,-84.395672,298.2,2013/03/30,07:52:57
803,33.845145,-84.395661,297.5,2013/03/30,07:52:58
804,33.844998,-84.395684,296.9,2013/03/30,07:53:00
805,33.844879,-84.395662,296.3,2013/03/30,07:53:03
806,33.844737,-84.395619,295.6,2013/03/30,07:53:04
807,33.844629,-84.395556,295.5,2013/03/30,07:53:06
808,33.844516,-84.395496,295.5,2013/03/30,07:53:08
809,33.844425,-84.395442,295.4,2013/03/30,07:53:10
810,33.844326,-84.395424,295.3,2013/03/30,07:53:13
811,33.844244,-84.395459,295.5,2013/03/30,07:53:19
812,33.844142,-84.395427,295.8,2013/03/30,07:54:59
813,33.844014,-84.395409,296.1,2013/03/30,07:55:01
814,33.843904,-84.395402,296.5,2013/03/30,07:55:03
815,33.843823,-84.395376,296.9,2013/03/30,07:55:04
816,33.843716,-84.395349,297.4,2013/03/30,07:55:06
817,33.843590,-84.395333,297.8,2013/03/30,07:55:08
818,33.843475,-84.395335,298.0,2013/03/30,07:55:11
819,33.843366,-84.395357,298.2,2013/03/30,07:55:13
820,33.843236,-84.395469,298.4,2013/03/30,07:55:15
821,33.843092,-84.395551,298.5,2013/03/30,07:55:17
822,33.843007,-84.395601,298.4,2013/03/30,07:55:18
823,33.842900,-84.395687,298.2,2013/03/30,07:55:19
824,33.842820,-84.395725,298.0,2013/03/30,07:55:20
825,33.842734,-84.395772,297.8,2013/03/30,07:55:21
826,33.842641,-84.395830,297.5,2013/03/30,07:55:22
827,33.842555,-84.395889,297.1,2013/03/30,07:55:23
828,33.842477,-84.395940,296.6,2013/03/30,07:55:24
829,33.842376,-84.395987,296.5,2013/03/30,07:55:25
830,33.842291,-84.396040,296.3,2013/03/30,07:55:26
831,33.842211,-84.396078,296.4,2013/03/30,07:55:27
832,33.842040,-84.396124,296.5,2013/03/30,07:55:29
833,33.841906,-84.396114,296.5,2013/03/30,07:55:31
834,33.841775,-84.396150,296.6,2013/03/30,07:55:33
835,33.841653,-84.396169,296.8,2013/03/30,07:55:35
836,33.841543,-84.396190,297.0,2013/03/30,07:55:37
837,33.841460,-84.396200,297.2,2013/03/30,07:55:39
838,33.841373,-84.396193,297.5,2013/03/30,07:55:41
839,33.841280,-84.396182,297.9,2013/03/30,07:55:43
840,33.841192,-84.396223,298.3,2013/03/30,07:55:46
841,33.841105,-84.396244,298.6,2013/03/30,07:55:48
842,33.841029,-84.396293,298.7,2013/03/30,07:55:51
843,33.840918,-84.396312,298.5,2013/03/30,07:55:56
844,33.840795,-84.396310,298.4,2013/03/30,07:56:00
845,33.840704,-84.396310,298.2,2013/03/30,07:56:03
846,33.840621,-84.396341,297.9,2013/03/30,07:56:06
847,33.840531,-84.396380,297.6,2013/03/30,07:56:08
848,33.840427,-84.396424,297.4,2013/03/30,07:56:10
849,33.840334,-84.396475,297.1,2013/03/30,07:56:12
850,33.840197,-84.396522,296.5,2013/03/30,07:56:14
851,33.840089,-84.396599,295.7,2013/03/30,07:56:16
852,33.839969,-84.396710,294.9,2013/03/30,07:56:18
853,33.839858,-84.396830,294.1,2013/03/30,07:56:20
854,33.839789,-84.396900,293.5,2013/03/30,07:56:21
855,33.839664,-84.397004,293.0,2013/03/30,07:56:23
856,33.839530,-84.397089,292.5,2013/03/30,07:56:25
857,33.839376,-84.397121,291.9,2013/03/30,07:56:27
858,33.839294,-84.397122,290.7,2013/03/30,07:56:28
859,33.839201,-84.397125,289.5,2013/03/30,07:56:29
860,33.839118,-84.397115,288.4,2013/03/30,07:56:30
861,33.838961,-84.397113,287.5,2013/03/30,07:56:32
862,33.838813,-84.397069,286.8,2013/03/30,07:56:34
863,33.838686,-84.397035,286.2,2013/03/30,07:56:36
864,33.838517,-84.397017,285.6,2013/03/30,07:56:38
865,33.838384,-84.397021,285.1,2013/03/30,07:56:39
866,33.838256,-84.397017,284.5,2013/03/30,07:56:40
867,33.838174,-84.397026,284.0,2013/03/30,07:56:41
868,33.838092,-84.397033,283.5,2013/03/30,07:56:42
869,33.837936,-84.397102,283.3,2013/03/30,07:56:44
870,33.837857,-84.397122,283.1,2013/03/30,07:56:45
871,33.837731,-84.397167,282.9,2013/03/30,07:56:47
872,33.837641,-84.397097,282.7,2013/03/30,07:56:51
873,33.837584,-84.397017,282.2,2013/03/30,07:56:51
874,33.837515,-84.396954,281.6,2013/03/30,07:56:53
875,33.837351,-84.396879,281.0,2013/03/30,07:56:55
876,33.837238,-84.396800,280.4,2013/03/30,07:56:57
877,33.837102,-84.396745,279.7,2013/03/30,07:56:59
878,33.836942,-84.396719,279.1,2013/03/30,07:57:01
879,33.836867,-84.396667,278.1,2013/03/30,07:57:03
880,33.836713,-84.396667,277.4,2013/03/30,07:57:04
881,33.836555,-84.396666,276.6,2013/03/30,07:57:06
882,33.836449,-84.396654,275.9,2013/03/30,07:57:07
883,33.836290,-84.396615,275.2,2013/03/30,07:57:09
884,33.836209,-84.396606,274.8,2013/03/30,07:57:11
885,33.836125,-84.396597,274.5,2013/03/30,07:57:12
886,33.836045,-84.396556,274.1,2013/03/30,07:57:12
887,33.835953,-84.396542,273.5,2013/03/30,07:57:14
888,33.835839,-84.396509,272.8,2013/03/30,07:57:15
889,33.835700,-84.396480,272.2,2013/03/30,07:57:18
890,33.835578,-84.396464,271.9,2013/03/30,07:57:20
891,33.835477,-84.396448,271.6,2013/03/30,07:57:21
892,33.835372,-84.396436,271.4,2013/03/30,07:57:22
893,33.835247,-84.396392,271.2,2013/03/30,07:57:23
894,33.835103,-84.396373,271.0,2013/03/30,07:57:24
895,33.835003,-84.396292,270.7,2013/03/30,07:57:25
896,33.834922,-84.396247,270.5,2013/03/30,07:57:25
897,33.834835,-84.396224,270.2,2013/03/30,07:57:27
898,33.834732,-84.396177,270.2,2013/03/30,07:57:27
899,33.834653,-84.396135,270.2,2013/03/30,07:57:28
900,33.834529,-84.396060,270.2,2013/03/30,07:57:30
901,33.834416,-84.395956,270.2,2013/03/30,07:57:33
902,33.834356,-84.395830,270.2,2013/03/30,07:57:34
903,33.834305,-84.395744,269.9,2013/03/30,07:57:36
904,33.834222,-84.395713,269.5,2013/03/30,07:57:37
905,33.834144,-84.395599,269.2,2013/03/30,07:57:40
906,33.834085,-84.395510,269.5,2013/03/30,07:57:41
907,33.834018,-84.395424,269.9,2013/03/30,07:57:45
908,33.833941,-84.395309,270.3,2013/03/30,07:57:47
909,33.833889,-84.395230,270.6,2013/03/30,07:57:49
910,33.833832,-84.395149,271.0,2013/03/30,07:57:52
911,33.833756,-84.395082,271.4,2013/03/30,07:57:55
912,33.833668,-84.394997,271.7,2013/03/30,07:57:58
913,33.833594,-84.394945,272.1,2013/03/30,07:58:01
914,33.833517,-84.394907,272.7,2013/03/30,07:58:05
915,33.833422,-84.394804,274.0,2013/03/30,07:58:09
916,33.833329,-84.394841,275.3,2013/03/30,07:58:21
917,33.833239,-84.394833,275.9,2013/03/30,08:00:15
918,33.833122,-84.394768,276.5,2013/03/30,08:00:19
919,33.833009,-84.394724,277.2,2013/03/30,08:00:20
920,33.832919,-84.394725,278.2,2013/03/30,08:00:23
921,33.832840,-84.394689,279.2,2013/03/30,08:00:26
922,33.832746,-84.394661,280.2,2013/03/30,08:00:31
923,33.832657,-84.394622,281.2,2013/03/30,08:00:34
924,33.832585,-84.394571,282.2,2013/03/30,08:00:38
925,33.832497,-84.394513,283.2,2013/03/30,08:00:42
926,33.832393,-84.394446,284.1,2013/03/30,08:00:46
927,33.832334,-84.394375,285.0,2013/03/30,08:00:49
928,33.832273,-84.394294,285.9,2013/03/30,08:00:53
929,33.832216,-84.394213,286.8,2013/03/30,08:00:57
930,33.832146,-84.394126,287.6,2013/03/30,08:01:01
