No,Latitude,Longitude,Altitude,Heartrate,Cadence,Date,Time,Seg
11235,33.885296,-84.310081,320.7,,,2011/06/25,10:59:05,1
11236,33.885159,-84.310342,321.2,,,2011/06/25,10:59:12,1
11237,33.885083,-84.310507,320.3,,,2011/06/25,10:59:15,1
11238,33.884839,-84.310932,322.7,,,2011/06/25,10:59:22,1
11239,33.884644,-84.311276,329.9,,,2011/06/25,10:59:28,1
11240,33.884591,-84.311393,328.9,,,2011/06/25,10:59:30,1
11241,33.884478,-84.31158,330.8,,,2011/06/25,10:59:34,1
11242,33.884363,-84.311932,328.4,,,2011/06/25,10:59:40,1
11243,33.884325,-84.312044,327.5,,,2011/06/25,10:59:42,1
11244,33.884242,-84.312324,322.7,,,2011/06/25,10:59:47,1
11245,33.884104,-84.312786,316.4,,,2011/06/25,10:59:55,1
11246,33.883927,-84.313277,314,,,2011/06/25,11:00:04,1
11247,33.883745,-84.313693,318.8,,,2011/06/25,11:00:10,1
11248,33.88353,-84.314145,327.5,,,2011/06/25,11:00:16,1
11249,33.883242,-84.314879,324.1,,,2011/06/25,11:00:24,1
11250,33.883009,-84.3154,317.9,,,2011/06/25,11:00:30,1
11251,33.882661,-84.31612,312.6,,,2011/06/25,11:00:39,1
11252,33.88234,-84.31673,308.7,,,2011/06/25,11:00:47,1
11253,33.882041,-84.31724,305.4,,,2011/06/25,11:00:54,1
11254,33.881806,-84.317586,303.9,,,2011/06/25,11:00:59,1
11255,33.881516,-84.317985,300.5,,,2011/06/25,11:01:05,1
11256,33.881205,-84.318352,297.2,,,2011/06/25,11:01:11,1
11257,33.881154,-84.31841,298.1,,,2011/06/25,11:01:12,1
11258,33.880979,-84.318568,300.1,,,2011/06/25,11:01:16,1
11259,33.880815,-84.318688,301,,,2011/06/25,11:01:20,1
11260,33.880735,-84.318776,303,,,2011/06/25,11:01:22,1
11261,33.880664,-84.318869,304.9,,,2011/06/25,11:01:24,1
11262,33.880464,-84.319116,305.4,,,2011/06/25,11:01:30,1
11263,33.880437,-84.319152,305.8,,,2011/06/25,11:01:31,1
11264,33.880262,-84.319353,304.9,,,2011/06/25,11:01:38,1
11265,33.880091,-84.319546,308.2,,,2011/06/25,11:01:44,1
11266,33.879922,-84.319714,309.7,,,2011/06/25,11:01:49,1
11267,33.8798,-84.31986,313,,,2011/06/25,11:01:53,1
11268,33.879657,-84.320012,315,,,2011/06/25,11:01:58,1
11269,33.879559,-84.320126,317.9,,,2011/06/25,11:02:02,1
11270,33.879416,-84.320274,315.4,,,2011/06/25,11:02:08,1
11271,33.87928,-84.32034,313.5,,,2011/06/25,11:02:13,1
11272,33.879196,-84.320278,312.6,,,2011/06/25,11:02:17,1
11273,33.879179,-84.320186,315.4,,,2011/06/25,11:02:21,1
11274,33.879214,-84.319996,316.9,,,2011/06/25,11:02:27,1
11275,33.879192,-84.319776,314,,,2011/06/25,11:02:33,1
11276,33.879191,-84.319545,314.5,,,2011/06/25,11:02:39,1
11277,33.879216,-84.3193,316.4,,,2011/06/25,11:02:46,1
11278,33.879107,-84.319044,312.6,,,2011/06/25,11:02:51,1
11279,33.879025,-84.318869,310.2,,,2011/06/25,11:02:54,1
11280,33.878956,-84.318744,309.2,,,2011/06/25,11:02:56,1
11281,33.878614,-84.318327,305.4,,,2011/06/25,11:03:03,1
11282,33.878312,-84.317988,302,,,2011/06/25,11:03:08,1
11283,33.878012,-84.317633,298.6,,,2011/06/25,11:03:12,1
11284,33.877713,-84.317175,295.7,,,2011/06/25,11:03:17,1
11285,33.877533,-84.316814,294.3,,,2011/06/25,11:03:22,1
11286,33.877316,-84.316434,291.9,,,2011/06/25,11:03:28,1
11287,33.877093,-84.316032,289.5,,,2011/06/25,11:03:33,1
11288,33.876835,-84.315538,288.1,,,2011/06/25,11:03:38,1
11289,33.876786,-84.315294,288.5,,,2011/06/25,11:03:41,1
11290,33.876779,-84.315246,288.5,,,2011/06/25,11:03:42,1
11291,33.876686,-84.315142,289,,,2011/06/25,11:03:47,1
11292,33.876384,-84.315127,289,,,2011/06/25,11:03:55,1
11293,33.87607,-84.3151,290,,,2011/06/25,11:04:03,1
11294,33.875808,-84.315081,287.1,,,2011/06/25,11:04:10,1
11295,33.875519,-84.315094,287.6,,,2011/06/25,11:04:17,1
11296,33.875128,-84.315107,290,,,2011/06/25,11:04:26,1
11297,33.874984,-84.315111,291.9,,,2011/06/25,11:04:29,1
11298,33.874622,-84.315152,294.3,,,2011/06/25,11:04:35,1
11299,33.874182,-84.315281,294.3,,,2011/06/25,11:04:41,1
11300,33.873848,-84.315448,290.9,,,2011/06/25,11:04:46,1
11301,33.873609,-84.315568,290.5,,,2011/06/25,11:04:50,1
11302,33.873393,-84.315692,292.4,,,2011/06/25,11:04:54,1
11303,33.87327,-84.315791,293.8,,,2011/06/25,11:04:57,1
11304,33.873149,-84.315889,293.8,,,2011/06/25,11:05:00,1
11305,33.872905,-84.316057,294.3,,,2011/06/25,11:05:05,1
11306,33.872658,-84.316305,295.7,,,2011/06/25,11:05:10,1
11307,33.872286,-84.316677,288.1,,,2011/06/25,11:05:18,1
11308,33.87223,-84.31671,287.1,,,2011/06/25,11:05:19,1
11309,33.871974,-84.31687,285.2,,,2011/06/25,11:05:24,1
11310,33.871649,-84.317037,281.8,,,2011/06/25,11:05:30,1
11311,33.871373,-84.31712,279.9,,,2011/06/25,11:05:35,1
11312,33.871058,-84.317156,279.9,,,2011/06/25,11:05:40,1
11313,33.870704,-84.317177,282.3,,,2011/06/25,11:05:45,1
11314,33.870352,-84.317193,284.7,,,2011/06/25,11:05:50,1
11315,33.869966,-84.317193,286.6,,,2011/06/25,11:05:56,1
11316,33.869667,-84.317212,286.1,,,2011/06/25,11:06:02,1
11317,33.869277,-84.31721,287.1,,,2011/06/25,11:06:09,1
11318,33.869217,-84.31721,287.1,,,2011/06/25,11:06:10,1
11319,33.868917,-84.317211,286.6,,,2011/06/25,11:06:15,1
11320,33.868625,-84.317197,283.7,,,2011/06/25,11:06:19,1
11321,33.86813,-84.317195,279.9,,,2011/06/25,11:06:25,1
11322,33.867794,-84.317151,278.4,,,2011/06/25,11:06:29,1
11323,33.867524,-84.316989,275.6,,,2011/06/25,11:06:33,1
11324,33.867469,-84.316911,275.1,,,2011/06/25,11:06:35,1
11325,33.867419,-84.316854,276,,,2011/06/25,11:06:39,1
11326,33.867354,-84.316703,278,,,2011/06/25,11:06:46,1
11327,33.867315,-84.316578,279.9,,,2011/06/25,11:06:52,1
11328,33.867281,-84.316428,280.8,,,2011/06/25,11:06:58,1
11329,33.867289,-84.316301,283.2,,,2011/06/25,11:07:03,1
11330,33.86731,-84.316197,285.2,,,2011/06/25,11:07:07,1
11331,33.867266,-84.316018,285.6,,,2011/06/25,11:07:14,1
11332,33.867257,-84.315906,287.1,,,2011/06/25,11:07:19,1
11333,33.867201,-84.315708,289.5,,,2011/06/25,11:07:28,1
11334,33.867097,-84.315521,287.6,,,2011/06/25,11:07:35,1
11335,33.866979,-84.315372,286.1,,,2011/06/25,11:07:40,1
11336,33.866738,-84.315203,286.6,,,2011/06/25,11:07:47,1
11337,33.866451,-84.315093,285.2,,,2011/06/25,11:07:54,1
11338,33.866115,-84.315067,283.2,,,2011/06/25,11:08:01,1
11339,33.865729,-84.315046,284.7,,,2011/06/25,11:08:09,1
11340,33.86538,-84.315045,283.7,,,2011/06/25,11:08:16,1
11341,33.865034,-84.31498,285.2,,,2011/06/25,11:08:23,1
11342,33.864921,-84.31495,284.7,,,2011/06/25,11:08:27,1
11343,33.864873,-84.314937,285.2,,,2011/06/25,11:08:31,1
11344,33.864829,-84.314918,284.7,,,2011/06/25,11:08:41,1
11345,33.864656,-84.314876,283.7,,,2011/06/25,11:08:46,1
11346,33.864352,-84.314811,281.8,,,2011/06/25,11:08:52,1
11347,33.864038,-84.314756,280.8,,,2011/06/25,11:08:56,1
11348,33.863586,-84.314613,280.4,,,2011/06/25,11:09:01,1
11349,33.863174,-84.314314,280.8,,,2011/06/25,11:09:07,1
11350,33.862952,-84.314141,279.9,,,2011/06/25,11:09:12,1
11351,33.862772,-84.31404,281.8,,,2011/06/25,11:09:18,1
11352,33.862549,-84.313973,278.9,,,2011/06/25,11:09:26,1
11353,33.862386,-84.313933,279.9,,,2011/06/25,11:09:33,1
11354,33.862222,-84.313917,276.5,,,2011/06/25,11:09:41,1
11355,33.862077,-84.313917,277.5,,,2011/06/25,11:09:48,1
11356,33.861945,-84.313922,278.9,,,2011/06/25,11:09:55,1
11357,33.861768,-84.31392,282.3,,,2011/06/25,11:10:04,1
11358,33.861589,-84.31393,285.2,,,2011/06/25,11:10:13,1
11359,33.861453,-84.313939,286.6,,,2011/06/25,11:10:20,1
11360,33.861334,-84.313942,289,,,2011/06/25,11:10:26,1
11361,33.86109,-84.313926,293.8,,,2011/06/25,11:10:35,1
11362,33.860844,-84.31392,294.8,,,2011/06/25,11:10:43,1
11363,33.860571,-84.313915,297.7,,,2011/06/25,11:10:51,1
11364,33.860258,-84.313927,298.6,,,2011/06/25,11:10:59,1
11365,33.859943,-84.31394,297.7,,,2011/06/25,11:11:06,1
11366,33.859677,-84.313941,297.7,,,2011/06/25,11:11:11,1
11367,33.859223,-84.313945,295.7,,,2011/06/25,11:11:18,1
11368,33.858958,-84.313924,294.3,,,2011/06/25,11:11:22,1
11369,33.858693,-84.313765,293.3,,,2011/06/25,11:11:27,1
11370,33.858655,-84.313721,292.4,,,2011/06/25,11:11:28,1
11371,33.858587,-84.313624,291.4,,,2011/06/25,11:11:30,1
11372,33.858492,-84.313415,294.8,,,2011/06/25,11:11:34,1
11373,33.858462,-84.313314,297.2,,,2011/06/25,11:11:36,1
11374,33.858272,-84.31314,295.7,,,2011/06/25,11:11:42,1
11375,33.858198,-84.313176,295.7,,,2011/06/25,11:11:44,1
11376,33.858017,-84.313306,295.3,,,2011/06/25,11:11:49,1
11377,33.857763,-84.313521,291.4,,,2011/06/25,11:11:56,1
11378,33.857438,-84.313791,290,,,2011/06/25,11:12:04,1
11379,33.85725,-84.314074,294.8,,,2011/06/25,11:12:10,1
11380,33.857181,-84.314376,296.2,,,2011/06/25,11:12:16,1
11381,33.857175,-84.31442,297.2,,,2011/06/25,11:12:17,1
11382,33.857072,-84.314658,295.7,,,2011/06/25,11:12:24,1
11383,33.856937,-84.314778,294.3,,,2011/06/25,11:12:29,1
11384,33.856698,-84.314918,296.2,,,2011/06/25,11:12:35,1
11385,33.856463,-84.315085,295.7,,,2011/06/25,11:12:40,1
11386,33.856283,-84.315394,295.7,,,2011/06/25,11:12:45,1
11387,33.856268,-84.315471,295.7,,,2011/06/25,11:12:46,1
11388,33.856155,-84.315976,296.2,,,2011/06/25,11:12:53,1
11389,33.856035,-84.316468,294.8,,,2011/06/25,11:13:00,1
11390,33.855962,-84.316768,297.2,,,2011/06/25,11:13:05,1
11391,33.855941,-84.316904,299.1,,,2011/06/25,11:13:07,1
11392,33.855858,-84.317256,298.6,,,2011/06/25,11:13:12,1
11393,33.855817,-84.317476,298.6,,,2011/06/25,11:13:16,1
11394,33.855695,-84.317638,301,,,2011/06/25,11:13:20,1
11395,33.855508,-84.31762,297.7,,,2011/06/25,11:13:24,1
11396,33.855457,-84.317605,297.7,,,2011/06/25,11:13:25,1
11397,33.855183,-84.317552,296.2,,,2011/06/25,11:13:30,1
11398,33.854932,-84.317529,295.3,,,2011/06/25,11:13:35,1
11399,33.854829,-84.317606,292.9,,,2011/06/25,11:13:39,1
11400,33.854821,-84.317648,292.4,,,2011/06/25,11:13:40,1
11401,33.854704,-84.318021,290,,,2011/06/25,11:13:48,1
11402,33.854546,-84.318303,290.9,,,2011/06/25,11:13:54,1
11403,33.854297,-84.318694,290,,,2011/06/25,11:14:01,1
11404,33.854132,-84.319004,290,,,2011/06/25,11:14:06,1
11405,33.853898,-84.319397,289.5,,,2011/06/25,11:14:12,1
11406,33.85377,-84.319563,289.5,,,2011/06/25,11:14:15,1
11407,33.853474,-84.32005,292.4,,,2011/06/25,11:14:22,1
11408,33.853187,-84.320519,288.5,,,2011/06/25,11:14:29,1
11409,33.852912,-84.320877,283.7,,,2011/06/25,11:14:35,1
11410,33.852773,-84.321142,282.8,,,2011/06/25,11:14:39,1
11411,33.852742,-84.321211,282.3,,,2011/06/25,11:14:40,1
11412,33.852539,-84.321478,282.8,,,2011/06/25,11:14:44,1
11413,33.852227,-84.321861,283.7,,,2011/06/25,11:14:49,1
11414,33.851948,-84.322225,282.8,,,2011/06/25,11:14:53,1
11415,33.851754,-84.32256,280.8,,,2011/06/25,11:14:56,1
11416,33.851548,-84.323233,275.6,,,2011/06/25,11:15:01,1
11417,33.851486,-84.323823,275.1,,,2011/06/25,11:15:07,1
11418,33.851461,-84.324103,274.6,,,2011/06/25,11:15:11,1
11419,33.851443,-84.324273,273.6,,,2011/06/25,11:15:15,1
11420,33.851438,-84.324345,273.6,,,2011/06/25,11:15:17,1
11421,33.851389,-84.324643,275.6,,,2011/06/25,11:15:25,1
11422,33.851349,-84.324875,278.9,,,2011/06/25,11:15:30,1
11423,33.851321,-84.325139,276.5,,,2011/06/25,11:15:34,1
11424,33.851294,-84.325419,276.5,,,2011/06/25,11:15:38,1
11425,33.851285,-84.325488,277,,,2011/06/25,11:15:39,1
11426,33.851273,-84.325935,274.6,,,2011/06/25,11:15:45,1
11427,33.851315,-84.32628,269.8,,,2011/06/25,11:15:50,1
11428,33.851416,-84.326705,268.3,,,2011/06/25,11:15:58,1
11429,33.851483,-84.326974,265.5,,,2011/06/25,11:16:04,1
11430,33.85156,-84.327293,264.5,,,2011/06/25,11:16:11,1
11431,33.851572,-84.327342,264,,,2011/06/25,11:16:12,1
11432,33.851678,-84.327667,265.5,,,2011/06/25,11:16:19,1
11433,33.851691,-84.32772,266.9,,,2011/06/25,11:16:20,1
11434,33.851787,-84.327929,266.4,,,2011/06/25,11:16:24,1
11435,33.851917,-84.328169,271.7,,,2011/06/25,11:16:29,1
11436,33.851959,-84.328357,272.7,,,2011/06/25,11:16:34,1
11437,33.851905,-84.328476,272.2,,,2011/06/25,11:16:38,1
11438,33.851839,-84.328559,278,,,2011/06/25,11:16:41,1
11439,33.851736,-84.328718,283.2,,,2011/06/25,11:16:47,1
11440,33.851705,-84.328747,284.7,,,2011/06/25,11:16:49,1
11441,33.851552,-84.328896,289.5,,,2011/06/25,11:16:56,1
11442,33.851454,-84.328997,290.5,,,2011/06/25,11:17:00,1
11443,33.851363,-84.329031,292.4,,,2011/06/25,11:17:03,1
11444,33.851188,-84.329092,303.9,,,2011/06/25,11:17:09,1
11445,33.850996,-84.329127,314,,,2011/06/25,11:17:16,1
11446,33.850907,-84.329145,315.9,,,2011/06/25,11:17:21,1
11447,33.850811,-84.329181,313,,,2011/06/25,11:17:27,1
11448,33.850696,-84.329201,317.9,,,2011/06/25,11:17:32,1
11449,33.85054,-84.32921,318.8,,,2011/06/25,11:17:39,1
11450,33.850424,-84.329208,318.3,,,2011/06/25,11:17:45,1
11451,33.850282,-84.32922,316.9,,,2011/06/25,11:17:51,1
11452,33.850151,-84.329234,317.4,,,2011/06/25,11:17:56,1
11453,33.849983,-84.329265,318.3,,,2011/06/25,11:18:03,1
11454,33.849863,-84.329295,319.3,,,2011/06/25,11:18:08,1
11455,33.849712,-84.329332,311.1,,,2011/06/25,11:18:15,1
11456,33.849596,-84.32938,309.2,,,2011/06/25,11:18:21,1
11457,33.849578,-84.329376,309.2,,,2011/06/25,11:18:22,1
11458,33.849567,-84.32931,303.4,,,2011/06/25,11:18:26,1
11459,33.849602,-84.329067,296.7,,,2011/06/25,11:18:30,1
11460,33.849662,-84.328642,290,,,2011/06/25,11:18:34,1
11461,33.849696,-84.328303,287.1,,,2011/06/25,11:18:37,1
11462,33.849773,-84.328077,283.7,,,2011/06/25,11:18:41,1
11463,33.849814,-84.328041,284.7,,,2011/06/25,11:18:44,1
11464,33.849966,-84.327958,291.4,,,2011/06/25,11:18:51,1
11465,33.850079,-84.327984,293.3,,,2011/06/25,11:18:55,1
11466,33.850087,-84.328037,292.4,,,2011/06/25,11:18:59,1
11467,33.849917,-84.327995,290.5,,,2011/06/25,11:19:03,1
11468,33.84975,-84.328022,289.5,,,2011/06/25,11:19:07,1
11469,33.849664,-84.328083,291.4,,,2011/06/25,11:19:11,1
11470,33.849607,-84.328339,292.9,,,2011/06/25,11:19:16,1
11471,33.84955,-84.328652,297.2,,,2011/06/25,11:19:21,1
11472,33.849528,-84.328839,293.8,,,2011/06/25,11:19:25,1
11473,33.849513,-84.329001,290.5,,,2011/06/25,11:19:29,1
11474,33.84951,-84.329198,288.1,,,2011/06/25,11:19:35,1
11475,33.849502,-84.329245,288.5,,,2011/06/25,11:19:37,1
11476,33.849502,-84.329373,290,,,2011/06/25,11:19:42,1
11477,33.849526,-84.329445,292.9,,,2011/06/25,11:19:45,1
11478,33.849637,-84.329456,299.1,,,2011/06/25,11:19:51,1
11479,33.849749,-84.329423,299.1,,,2011/06/25,11:19:54,1
11480,33.850034,-84.329401,300.5,,,2011/06/25,11:20:00,1
11481,33.850433,-84.329328,293.8,,,2011/06/25,11:20:05,1
11482,33.850798,-84.32928,289,,,2011/06/25,11:20:09,1
11483,33.851158,-84.329215,286.1,,,2011/06/25,11:20:13,1
11484,33.851239,-84.329199,285.6,,,2011/06/25,11:20:14,1
11485,33.851576,-84.329012,281.3,,,2011/06/25,11:20:18,1
11486,33.851853,-84.328689,278.4,,,2011/06/25,11:20:22,1
11487,33.851935,-84.328534,276,,,2011/06/25,11:20:24,1
11488,33.8521,-84.328285,271.7,,,2011/06/25,11:20:30,1
11489,33.852142,-84.328302,274.1,,,2011/06/25,11:20:34,1
11490,33.852121,-84.328344,277,,,2011/06/25,11:20:39,1
11491,33.852116,-84.328334,274.6,,,2011/06/25,11:21:00,1
11492,33.852121,-84.328323,273.2,,,2011/06/25,11:21:13,1
11493,33.852153,-84.328311,274.1,,,2011/06/25,11:21:25,1
11494,33.852165,-84.328331,274.6,,,2011/06/25,11:21:27,1
11495,33.852275,-84.328385,274.6,,,2011/06/25,11:21:35,1
11496,33.852393,-84.328419,276,,,2011/06/25,11:21:41,1
11497,33.852502,-84.328463,277.5,,,2011/06/25,11:21:48,1
11498,33.852615,-84.328476,276.5,,,2011/06/25,11:21:54,1
11499,33.852711,-84.328581,276.5,,,2011/06/25,11:22:01,1
11500,33.852728,-84.328725,275.1,,,2011/06/25,11:22:07,1
11501,33.852718,-84.32897,274.1,,,2011/06/25,11:22:16,1
11502,33.852703,-84.329243,273.6,,,2011/06/25,11:22:25,1
11503,33.852687,-84.329455,275.1,,,2011/06/25,11:22:31,1
11504,33.852637,-84.329675,276.5,,,2011/06/25,11:22:37,1
11505,33.852585,-84.329931,280.8,,,2011/06/25,11:22:44,1
11506,33.852576,-84.330151,279.4,,,2011/06/25,11:22:49,1
11507,33.852547,-84.330514,278,,,2011/06/25,11:22:55,1
11508,33.852548,-84.331041,277.5,,,2011/06/25,11:23:02,1
11509,33.852561,-84.331381,278.4,,,2011/06/25,11:23:08,1
11510,33.852574,-84.331586,279.4,,,2011/06/25,11:23:14,1
11511,33.852607,-84.331856,281.3,,,2011/06/25,11:23:22,1
11512,33.852687,-84.332047,284.2,,,2011/06/25,11:23:30,1
11513,33.852754,-84.332196,285.6,,,2011/06/25,11:23:37,1
11514,33.852792,-84.332342,286.1,,,2011/06/25,11:23:44,1
11515,33.852795,-84.332483,287.6,,,2011/06/25,11:23:51,1
11516,33.852799,-84.332624,289.5,,,2011/06/25,11:23:58,1
11517,33.852806,-84.332659,290,,,2011/06/25,11:24:00,1
11518,33.852916,-84.332734,293.3,,,2011/06/25,11:24:08,1
11519,33.852949,-84.332735,292.9,,,2011/06/25,11:24:09,1
11520,33.853232,-84.332752,291.9,,,2011/06/25,11:24:15,1
11521,33.853374,-84.332748,289.5,,,2011/06/25,11:24:17,1
11522,33.853657,-84.332909,288.5,,,2011/06/25,11:24:22,1
11523,33.853764,-84.333068,287.6,,,2011/06/25,11:24:26,1
11524,33.853782,-84.333128,288.5,,,2011/06/25,11:24:28,1
11525,33.853851,-84.333255,289,,,2011/06/25,11:24:35,1
11526,33.854079,-84.333224,288.5,,,2011/06/25,11:24:40,1
11527,33.854425,-84.33319,289,,,2011/06/25,11:24:46,1
11528,33.854703,-84.333214,286.1,,,2011/06/25,11:24:51,1
11529,33.85481,-84.333234,285.6,,,2011/06/25,11:24:53,1
11530,33.85499,-84.333219,286.1,,,2011/06/25,11:24:56,1
11531,33.855247,-84.333076,282.8,,,2011/06/25,11:25:00,1
11532,33.855623,-84.332814,278.9,,,2011/06/25,11:25:06,1
11533,33.855977,-84.332604,277.5,,,2011/06/25,11:25:11,1
11534,33.856393,-84.332396,272.2,,,2011/06/25,11:25:16,1
11535,33.856651,-84.332259,270.7,,,2011/06/25,11:25:20,1
11536,33.856803,-84.332191,269.8,,,2011/06/25,11:25:24,1
11537,33.856939,-84.332206,271.2,,,2011/06/25,11:25:28,1
11538,33.857139,-84.332327,278.9,,,2011/06/25,11:25:35,1
11539,33.857309,-84.33242,279.9,,,2011/06/25,11:25:41,1
11540,33.857469,-84.332485,280.4,,,2011/06/25,11:25:46,1
11541,33.857682,-84.332528,279.4,,,2011/06/25,11:25:52,1
11542,33.857867,-84.332611,279.4,,,2011/06/25,11:25:58,1
11543,33.857993,-84.33266,278,,,2011/06/25,11:26:03,1
11544,33.858145,-84.332728,278,,,2011/06/25,11:26:09,1
11545,33.858287,-84.332792,283.2,,,2011/06/25,11:26:15,1
11546,33.85843,-84.332841,282.8,,,2011/06/25,11:26:21,1
11547,33.858549,-84.332897,283.7,,,2011/06/25,11:26:27,1
11548,33.858701,-84.332919,281.3,,,2011/06/25,11:26:33,1
11549,33.858825,-84.332953,282.8,,,2011/06/25,11:26:38,1
11550,33.85895,-84.332952,279.9,,,2011/06/25,11:26:42,1
11551,33.859104,-84.332942,279.4,,,2011/06/25,11:26:47,1
11552,33.859266,-84.332947,282.3,,,2011/06/25,11:26:53,1
11553,33.859426,-84.332917,283.2,,,2011/06/25,11:26:59,1
11554,33.859538,-84.332906,283.2,,,2011/06/25,11:27:04,1
11555,33.859636,-84.332885,284.2,,,2011/06/25,11:27:09,1
11556,33.859761,-84.332881,288.5,,,2011/06/25,11:27:17,1
11557,33.859884,-84.332861,291.4,,,2011/06/25,11:27:24,1
11558,33.860008,-84.332834,291.4,,,2011/06/25,11:27:30,1
11559,33.860136,-84.332803,288.5,,,2011/06/25,11:27:35,1
11560,33.860336,-84.33276,287.6,,,2011/06/25,11:27:43,1
11561,33.860455,-84.332734,285.2,,,2011/06/25,11:27:50,1
11562,33.860471,-84.332723,284.7,,,2011/06/25,11:27:58,1
11563,33.860482,-84.332716,285.6,,,2011/06/25,11:28:09,1
11564,33.860529,-84.332692,284.7,,,2011/06/25,11:28:20,1
11565,33.860595,-84.332543,284.2,,,2011/06/25,11:28:24,1
11566,33.860653,-84.332327,284.7,,,2011/06/25,11:28:30,1
11567,33.860664,-84.332272,284.7,,,2011/06/25,11:28:35,1
11568,33.860706,-84.332192,285.6,,,2011/06/25,11:28:45,1
11569,33.860822,-84.332114,286.6,,,2011/06/25,11:28:49,1
11570,33.86111,-84.33207,287.6,,,2011/06/25,11:28:57,1
11571,33.861423,-84.33205,290.5,,,2011/06/25,11:29:06,1
11572,33.861582,-84.33211,291.4,,,2011/06/25,11:29:11,1
11573,33.861643,-84.332238,289,,,2011/06/25,11:29:15,1
11574,33.861648,-84.332522,288.5,,,2011/06/25,11:29:22,1
11575,33.861627,-84.332809,290,,,2011/06/25,11:29:29,1
11576,33.86162,-84.33311,286.1,,,2011/06/25,11:29:35,1
11577,33.861609,-84.333588,286.1,,,2011/06/25,11:29:43,1
11578,33.861619,-84.333765,287.1,,,2011/06/25,11:29:46,1
11579,33.861698,-84.333952,289.5,,,2011/06/25,11:29:50,1
11580,33.861852,-84.334006,290.9,,,2011/06/25,11:29:54,1
11581,33.861977,-84.334015,291.9,,,2011/06/25,11:29:57,1
11582,33.862297,-84.334022,295.3,,,2011/06/25,11:30:05,1
11583,33.862384,-84.334021,295.7,,,2011/06/25,11:30:07,1
11584,33.86251,-84.334029,296.7,,,2011/06/25,11:30:10,1
11585,33.862593,-84.334022,296.7,,,2011/06/25,11:30:12,1
11586,33.862832,-84.334021,297.7,,,2011/06/25,11:30:19,1
11587,33.863033,-84.334019,298.1,,,2011/06/25,11:30:25,1
11588,33.863314,-84.333999,297.2,,,2011/06/25,11:30:33,1
11589,33.863491,-84.333998,298.1,,,2011/06/25,11:30:39,1
11590,33.863708,-84.333994,298.6,,,2011/06/25,11:30:46,1
11591,33.863853,-84.334003,300.1,,,2011/06/25,11:30:51,1
11592,33.864037,-84.334027,303.9,,,2011/06/25,11:30:58,1
11593,33.864202,-84.334035,305.8,,,2011/06/25,11:31:05,1
11594,33.864404,-84.334018,301,,,2011/06/25,11:31:09,1
11595,33.864524,-84.334008,299.1,,,2011/06/25,11:31:11,1
11596,33.864899,-84.33391,298.1,,,2011/06/25,11:31:16,1
11597,33.865277,-84.333763,296.2,,,2011/06/25,11:31:20,1
11598,33.865443,-84.333661,296.2,,,2011/06/25,11:31:23,1
11599,33.865567,-84.333583,297.7,,,2011/06/25,11:31:27,1
11600,33.865709,-84.333485,298.6,,,2011/06/25,11:31:31,1
11601,33.865876,-84.333348,298.6,,,2011/06/25,11:31:37,1
11602,33.866023,-84.333241,300.5,,,2011/06/25,11:31:44,1
11603,33.866143,-84.333159,301.5,,,2011/06/25,11:31:50,1
11604,33.86631,-84.333046,302,,,2011/06/25,11:31:58,1
11605,33.866507,-84.332929,300.1,,,2011/06/25,11:32:03,1
11606,33.866803,-84.33275,299.1,,,2011/06/25,11:32:08,1
11607,33.867137,-84.332525,295.7,,,2011/06/25,11:32:12,1
11608,33.867543,-84.332233,294.3,,,2011/06/25,11:32:17,1
11609,33.867824,-84.332055,298.1,,,2011/06/25,11:32:22,1
11610,33.867971,-84.331967,303,,,2011/06/25,11:32:26,1
11611,33.868216,-84.331798,301,,,2011/06/25,11:32:32,1
11612,33.868426,-84.331679,302.5,,,2011/06/25,11:32:37,1
11613,33.868785,-84.331452,300.5,,,2011/06/25,11:32:43,1
11614,33.868913,-84.331374,298.1,,,2011/06/25,11:32:45,1
11615,33.868907,-84.331253,297.2,,,2011/06/26,11:02:38,
11616,33.868636,-84.331441,298.1,,,2011/06/26,11:02:45,1
11617,33.8686,-84.331459,300.5,,,2011/06/26,11:02:46,1
11618,33.868466,-84.331523,304.9,,,2011/06/26,11:02:50,1
11619,33.868243,-84.331643,311.6,,,2011/06/26,11:02:57,1
11620,33.868054,-84.331784,318.3,,,2011/06/26,11:03:04,1
11621,33.867858,-84.331861,321.2,,,2011/06/26,11:03:09,1
11622,33.867682,-84.331985,319.3,,,2011/06/26,11:03:13,1
11623,33.867502,-84.332,313.5,,,2011/06/26,11:03:17,1
11624,33.8674,-84.331843,312.1,,,2011/06/26,11:03:20,1
11625,33.86731,-84.331616,310.6,,,2011/06/26,11:03:24,1
11626,33.867297,-84.331443,311.6,,,2011/06/26,11:03:27,1
11627,33.867094,-84.331155,309.2,,,2011/06/26,11:03:32,1
11628,33.866944,-84.331119,303.4,,,2011/06/26,11:03:35,1
11629,33.866839,-84.3312,299.1,,,2011/06/26,11:03:37,1
11630,33.866416,-84.331455,292.9,,,2011/06/26,11:03:43,1
11631,33.866126,-84.331662,295.3,,,2011/06/26,11:03:47,1
11632,33.865932,-84.331793,298.1,,,2011/06/26,11:03:50,1
11633,33.865681,-84.331981,299.1,,,2011/06/26,11:03:55,1
11634,33.86535,-84.332168,298.1,,,2011/06/26,11:04:02,1
11635,33.865152,-84.332272,297.2,,,2011/06/26,11:04:06,1
